Title,Sumary,Sumary Length,Sections Length,Text Length,Word Count,Language Count,Pageviews
Leinster Senior League (cricket),The Leinster Senior League is the provincial cricket league within the Leinster jurisdiction in Irel,1075,6,1389,219,1,"{'2023-10-24': 1, '2023-10-25': 4, '2023-10-26': 1, '2023-10-27': 3, '2023-10-28': 1, '2023-10-29': 2, '2023-10-30': 1, '2023-10-31': 2, '2023-11-01': 1, '2023-11-02': 4, '2023-11-03': 2, '2023-11-04': 1, '2023-11-05': 1, '2023-11-06': 1, '2023-11-07': 0, '2023-11-08': 3, '2023-11-09': 1, '2023-11-10': 0, '2023-11-11': 1, '2023-11-12': 2, '2023-11-13': 2, '2023-11-14': 1, '2023-11-15': 0, '2023-11-16': 1, '2023-11-17': 3, '2023-11-18': 2, '2023-11-19': 5, '2023-11-20': 2, '2023-11-21': 4, '2023-11-22': 1, '2023-11-23': 6, '2023-11-24': 1, '2023-11-25': 3, '2023-11-26': 1, '2023-11-27': 0, '2023-11-28': 2, '2023-11-29': 3, '2023-11-30': 1, '2023-12-01': 0, '2023-12-02': 0, '2023-12-03': 1, '2023-12-04': 2, '2023-12-05': 1, '2023-12-06': 4, '2023-12-07': 1, '2023-12-08': 0, '2023-12-09': 0, '2023-12-10': 1, '2023-12-11': 0, '2023-12-12': 2, '2023-12-13': 3, '2023-12-14': 6, '2023-12-15': 0, '2023-12-16': 0, '2023-12-17': 2, '2023-12-18': 1, '2023-12-19': 0, '2023-12-20': 2, '2023-12-21': 1, '2023-12-22': 1}"
State of Maranhão and Piauí,The State of Maranhão and Piauí (Portuguese: Estado do Maranhão e Piauí) was one of the states of th,120,2,877,153,3,"{'2023-10-24': 4, '2023-10-25': 12, '2023-10-26': 13, '2023-10-27': 12, '2023-10-28': 7, '2023-10-29': 8, '2023-10-30': 8, '2023-10-31': 7, '2023-11-01': 16, '2023-11-02': 8, '2023-11-03': 7, '2023-11-04': 6, '2023-11-05': 11, '2023-11-06': 7, '2023-11-07': 2, '2023-11-08': 8, '2023-11-09': 7, '2023-11-10': 6, '2023-11-11': 10, '2023-11-12': 5, '2023-11-13': 5, '2023-11-14': 10, '2023-11-15': 16, '2023-11-16': 5, '2023-11-17': 16, '2023-11-18': 14, '2023-11-19': 9, '2023-11-20': 7, '2023-11-21': 12, '2023-11-22': 13, '2023-11-23': 7, '2023-11-24': 19, '2023-11-25': 10, '2023-11-26': 8, '2023-11-27': 4, '2023-11-28': 14, '2023-11-29': 5, '2023-11-30': 15, '2023-12-01': 10, '2023-12-02': 3, '2023-12-03': 8, '2023-12-04': 13, '2023-12-05': 8, '2023-12-06': 5, '2023-12-07': 9, '2023-12-08': 10, '2023-12-09': 16, '2023-12-10': 7, '2023-12-11': 9, '2023-12-12': 9, '2023-12-13': 5, '2023-12-14': 5, '2023-12-15': 3, '2023-12-16': 8, '2023-12-17': 8, '2023-12-18': 14, '2023-12-19': 8, '2023-12-20': 4, '2023-12-21': 6, '2023-12-22': 8}"
Status paradox,"A status paradox can be one of several paradoxes involving ""status"", in the meaning of either medica",125,7,4217,665,1,"{'2023-10-24': 2, '2023-10-25': 3, '2023-10-26': 7, '2023-10-27': 2, '2023-10-28': 2, '2023-10-29': 5, '2023-10-30': 3, '2023-10-31': 6, '2023-11-01': 7, '2023-11-02': 3, '2023-11-03': 3, '2023-11-04': 3, '2023-11-05': 6, '2023-11-06': 2, '2023-11-07': 1, '2023-11-08': 2, '2023-11-09': 1, '2023-11-10': 3, '2023-11-11': 5, '2023-11-12': 0, '2023-11-13': 1, '2023-11-14': 5, '2023-11-15': 10, '2023-11-16': 4, '2023-11-17': 10, '2023-11-18': 1, '2023-11-19': 2, '2023-11-20': 2, '2023-11-21': 3, '2023-11-22': 6, '2023-11-23': 2, '2023-11-24': 2, '2023-11-25': 4, '2023-11-26': 2, '2023-11-27': 4, '2023-11-28': 3, '2023-11-29': 3, '2023-11-30': 2, '2023-12-01': 1, '2023-12-02': 1, '2023-12-03': 1, '2023-12-04': 1, '2023-12-05': 4, '2023-12-06': 1, '2023-12-07': 4, '2023-12-08': 2, '2023-12-09': 7, '2023-12-10': 2, '2023-12-11': 4, '2023-12-12': 0, '2023-12-13': 1, '2023-12-14': 3, '2023-12-15': 2, '2023-12-16': 3, '2023-12-17': 1, '2023-12-18': 1, '2023-12-19': 3, '2023-12-20': 1, '2023-12-21': 4, '2023-12-22': 5}"
1968 PGA Championship,The 1968 PGA Championship was the 50th PGA Championship played July 18–21 at Pecan Valley Golf Club ,1693,3,1970,344,2,"{'2023-10-24': 3, '2023-10-25': 2, '2023-10-26': 0, '2023-10-27': 3, '2023-10-28': 3, '2023-10-29': 5, '2023-10-30': 1, '2023-10-31': 2, '2023-11-01': 5, '2023-11-02': 3, '2023-11-03': 4, '2023-11-04': 2, '2023-11-05': 6, '2023-11-06': 4, '2023-11-07': 2, '2023-11-08': 10, '2023-11-09': 3, '2023-11-10': 3, '2023-11-11': 2, '2023-11-12': 2, '2023-11-13': 0, '2023-11-14': 4, '2023-11-15': 6, '2023-11-16': 3, '2023-11-17': 6, '2023-11-18': 2, '2023-11-19': 4, '2023-11-20': 6, '2023-11-21': 7, '2023-11-22': 8, '2023-11-23': 5, '2023-11-24': 3, '2023-11-25': 4, '2023-11-26': 4, '2023-11-27': 9, '2023-11-28': 4, '2023-11-29': 7, '2023-11-30': 373, '2023-12-01': 224, '2023-12-02': 53, '2023-12-03': 39, '2023-12-04': 26, '2023-12-05': 24, '2023-12-06': 41, '2023-12-07': 13, '2023-12-08': 19, '2023-12-09': 10, '2023-12-10': 14, '2023-12-11': 5, '2023-12-12': 13, '2023-12-13': 19, '2023-12-14': 23, '2023-12-15': 20, '2023-12-16': 11, '2023-12-17': 11, '2023-12-18': 11, '2023-12-19': 11, '2023-12-20': 9, '2023-12-21': 6, '2023-12-22': 6}"
Clark Amendment,"The Clark Amendment was an amendment to the U.S. Arms Export Control Act of 1976, named for its spon",824,1,926,145,4,"{'2023-10-24': 7, '2023-10-25': 7, '2023-10-26': 7, '2023-10-27': 7, '2023-10-28': 4, '2023-10-29': 14, '2023-10-30': 4, '2023-10-31': 5, '2023-11-01': 6, '2023-11-02': 9, '2023-11-03': 4, '2023-11-04': 0, '2023-11-05': 11, '2023-11-06': 1, '2023-11-07': 6, '2023-11-08': 11, '2023-11-09': 6, '2023-11-10': 2, '2023-11-11': 3, '2023-11-12': 1, '2023-11-13': 8, '2023-11-14': 5, '2023-11-15': 5, '2023-11-16': 8, '2023-11-17': 9, '2023-11-18': 8, '2023-11-19': 11, '2023-11-20': 13, '2023-11-21': 5, '2023-11-22': 6, '2023-11-23': 4, '2023-11-24': 6, '2023-11-25': 12, '2023-11-26': 9, '2023-11-27': 11, '2023-11-28': 5, '2023-11-29': 11, '2023-11-30': 12, '2023-12-01': 7, '2023-12-02': 4, '2023-12-03': 8, '2023-12-04': 9, '2023-12-05': 11, '2023-12-06': 5, '2023-12-07': 9, '2023-12-08': 4, '2023-12-09': 7, '2023-12-10': 3, '2023-12-11': 8, '2023-12-12': 5, '2023-12-13': 3, '2023-12-14': 9, '2023-12-15': 6, '2023-12-16': 3, '2023-12-17': 4, '2023-12-18': 11, '2023-12-19': 2, '2023-12-20': 7, '2023-12-21': 7, '2023-12-22': 1}"
Jeff Myers,"Jeff Myers (born August 11, 1977) is an American composer.",58,4,1526,233,3,"{'2023-10-24': 2, '2023-10-25': 2, '2023-10-26': None, '2023-10-27': 0, '2023-10-28': 4, '2023-10-29': 2, '2023-10-30': 1, '2023-10-31': 1, '2023-11-01': 2, '2023-11-02': 6, '2023-11-03': 1, '2023-11-04': 0, '2023-11-05': 1, '2023-11-06': 0, '2023-11-07': 3, '2023-11-08': 3, '2023-11-09': 0, '2023-11-10': 2, '2023-11-11': 4, '2023-11-12': 3, '2023-11-13': 1, '2023-11-14': 2, '2023-11-15': 1, '2023-11-16': 4, '2023-11-17': 4, '2023-11-18': 6, '2023-11-19': 2, '2023-11-20': 0, '2023-11-21': 3, '2023-11-22': 3, '2023-11-23': 2, '2023-11-24': 3, '2023-11-25': 2, '2023-11-26': 1, '2023-11-27': 3, '2023-11-28': 7, '2023-11-29': 2, '2023-11-30': 5, '2023-12-01': 2, '2023-12-02': 4, '2023-12-03': 1, '2023-12-04': 3, '2023-12-05': 5, '2023-12-06': 3, '2023-12-07': 2, '2023-12-08': 3, '2023-12-09': 3, '2023-12-10': 3, '2023-12-11': 10, '2023-12-12': 1, '2023-12-13': 3, '2023-12-14': 2, '2023-12-15': 2, '2023-12-16': 1, '2023-12-17': 2, '2023-12-18': 5, '2023-12-19': 2, '2023-12-20': 4, '2023-12-21': 2, '2023-12-22': 2}"
1987 World Championships in Athletics – Women's 10 kilometres walk,These are the official results of the Women's 10 km Walk event at the 1987 World Championships in Ro,157,6,500,71,7,"{'2023-10-24': 0, '2023-10-25': 0, '2023-10-26': 1, '2023-10-27': 1, '2023-10-28': 1, '2023-10-29': 1, '2023-10-30': 0, '2023-10-31': None, '2023-11-01': 1, '2023-11-02': 1, '2023-11-03': 0, '2023-11-04': 1, '2023-11-05': 0, '2023-11-06': 1, '2023-11-07': 0, '2023-11-08': 0, '2023-11-09': 0, '2023-11-10': 2, '2023-11-11': 0, '2023-11-12': None, '2023-11-13': 1, '2023-11-14': 0, '2023-11-15': None, '2023-11-16': 0, '2023-11-17': 1, '2023-11-18': 1, '2023-11-19': 0, '2023-11-20': 0, '2023-11-21': 0, '2023-11-22': 0, '2023-11-23': 1, '2023-11-24': 0, '2023-11-25': 0, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': 0, '2023-11-29': 1, '2023-11-30': 2, '2023-12-01': 0, '2023-12-02': 0, '2023-12-03': 0, '2023-12-04': 0, '2023-12-05': 0, '2023-12-06': 1, '2023-12-07': 0, '2023-12-08': 0, '2023-12-09': None, '2023-12-10': 0, '2023-12-11': 3, '2023-12-12': 1, '2023-12-13': 1, '2023-12-14': 0, '2023-12-15': 0, '2023-12-16': 2, '2023-12-17': 0, '2023-12-18': 1, '2023-12-19': None, '2023-12-20': None, '2023-12-21': 0, '2023-12-22': 0}"
2018 Fort Lauderdale mayoral election,"The general election for mayor of Fort Lauderdale was held on May 13, 2018. It saw the election of D",114,1,260,43,1,"{'2023-10-24': 4, '2023-10-25': 0, '2023-10-26': 1, '2023-10-27': 6, '2023-10-28': 7, '2023-10-29': 2, '2023-10-30': 1, '2023-10-31': 3, '2023-11-01': 2, '2023-11-02': 2, '2023-11-03': 0, '2023-11-04': 0, '2023-11-05': 1, '2023-11-06': 2, '2023-11-07': 1, '2023-11-08': 0, '2023-11-09': 3, '2023-11-10': 0, '2023-11-11': 0, '2023-11-12': 2, '2023-11-13': 2, '2023-11-14': 1, '2023-11-15': 0, '2023-11-16': 4, '2023-11-17': 0, '2023-11-18': 0, '2023-11-19': 0, '2023-11-20': 1, '2023-11-21': 1, '2023-11-22': 0, '2023-11-23': 8, '2023-11-24': 1, '2023-11-25': 1, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': 0, '2023-11-29': 1, '2023-11-30': 1, '2023-12-01': 3, '2023-12-02': 1, '2023-12-03': 0, '2023-12-04': 1, '2023-12-05': 4, '2023-12-06': 1, '2023-12-07': 0, '2023-12-08': 0, '2023-12-09': 3, '2023-12-10': 0, '2023-12-11': 1, '2023-12-12': 2, '2023-12-13': 1, '2023-12-14': 5, '2023-12-15': 0, '2023-12-16': 1, '2023-12-17': 1, '2023-12-18': 0, '2023-12-19': 3, '2023-12-20': 1, '2023-12-21': 3, '2023-12-22': 1}"
National Mathematics Talent Contest,The National Mathematics Talent Contest or NMTC is a national-level mathematics contest conducted by,910,5,2869,438,1,"{'2023-10-24': 4, '2023-10-25': 2, '2023-10-26': 3, '2023-10-27': 4, '2023-10-28': 6, '2023-10-29': 3, '2023-10-30': 8, '2023-10-31': 7, '2023-11-01': 4, '2023-11-02': 3, '2023-11-03': 5, '2023-11-04': 6, '2023-11-05': 5, '2023-11-06': 0, '2023-11-07': 3, '2023-11-08': 7, '2023-11-09': 2, '2023-11-10': 1, '2023-11-11': 2, '2023-11-12': 1, '2023-11-13': 1, '2023-11-14': 2, '2023-11-15': 1, '2023-11-16': 2, '2023-11-17': 8, '2023-11-18': 7, '2023-11-19': 5, '2023-11-20': 2, '2023-11-21': 9, '2023-11-22': 3, '2023-11-23': 3, '2023-11-24': 7, '2023-11-25': 5, '2023-11-26': 8, '2023-11-27': 4, '2023-11-28': 3, '2023-11-29': 2, '2023-11-30': 4, '2023-12-01': 5, '2023-12-02': 2, '2023-12-03': 3, '2023-12-04': 2, '2023-12-05': 5, '2023-12-06': 8, '2023-12-07': 5, '2023-12-08': 7, '2023-12-09': 4, '2023-12-10': 7, '2023-12-11': 2, '2023-12-12': 8, '2023-12-13': 3, '2023-12-14': 1, '2023-12-15': 2, '2023-12-16': 2, '2023-12-17': 1, '2023-12-18': 2, '2023-12-19': 2, '2023-12-20': 0, '2023-12-21': 4, '2023-12-22': 1}"
Kharbozan-e Pain,"Kharbozan-e Pain (Persian: خربزان پايين, also Romanized as Kharbozān-e Pā’īn; also known as Kharbozā",321,0,321,49,6,"{'2023-10-24': 1, '2023-10-25': None, '2023-10-26': 1, '2023-10-27': 0, '2023-10-28': 0, '2023-10-29': 0, '2023-10-30': 0, '2023-10-31': 0, '2023-11-01': 0, '2023-11-02': None, '2023-11-03': 0, '2023-11-04': 0, '2023-11-05': None, '2023-11-06': 0, '2023-11-07': 0, '2023-11-08': 0, '2023-11-09': 0, '2023-11-10': None, '2023-11-11': 0, '2023-11-12': 0, '2023-11-13': None, '2023-11-14': 0, '2023-11-15': 0, '2023-11-16': 0, '2023-11-17': 0, '2023-11-18': None, '2023-11-19': None, '2023-11-20': 0, '2023-11-21': 0, '2023-11-22': None, '2023-11-23': None, '2023-11-24': 0, '2023-11-25': 0, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': 0, '2023-11-29': None, '2023-11-30': None, '2023-12-01': None, '2023-12-02': None, '2023-12-03': 0, '2023-12-04': 0, '2023-12-05': 0, '2023-12-06': None, '2023-12-07': 0, '2023-12-08': None, '2023-12-09': 0, '2023-12-10': 0, '2023-12-11': None, '2023-12-12': 0, '2023-12-13': None, '2023-12-14': None, '2023-12-15': None, '2023-12-16': 0, '2023-12-17': None, '2023-12-18': None, '2023-12-19': 0, '2023-12-20': None, '2023-12-21': 0, '2023-12-22': None}"
Darbres,Darbres (French pronunciation: [daʁbʁ]) is a commune in the Ardèche department in southern France.,98,2,173,25,40,"{'2023-10-24': 0, '2023-10-25': 0, '2023-10-26': None, '2023-10-27': None, '2023-10-28': 0, '2023-10-29': 0, '2023-10-30': 0, '2023-10-31': 0, '2023-11-01': None, '2023-11-02': None, '2023-11-03': None, '2023-11-04': 0, '2023-11-05': 1, '2023-11-06': 0, '2023-11-07': 2, '2023-11-08': 0, '2023-11-09': 0, '2023-11-10': 0, '2023-11-11': None, '2023-11-12': 0, '2023-11-13': 0, '2023-11-14': None, '2023-11-15': 0, '2023-11-16': 1, '2023-11-17': 0, '2023-11-18': 1, '2023-11-19': 0, '2023-11-20': 0, '2023-11-21': None, '2023-11-22': 0, '2023-11-23': 0, '2023-11-24': 0, '2023-11-25': None, '2023-11-26': 1, '2023-11-27': 0, '2023-11-28': 0, '2023-11-29': 0, '2023-11-30': None, '2023-12-01': 0, '2023-12-02': None, '2023-12-03': 0, '2023-12-04': 0, '2023-12-05': 0, '2023-12-06': 0, '2023-12-07': None, '2023-12-08': 0, '2023-12-09': 0, '2023-12-10': None, '2023-12-11': 0, '2023-12-12': 0, '2023-12-13': None, '2023-12-14': 0, '2023-12-15': 0, '2023-12-16': 0, '2023-12-17': 0, '2023-12-18': 2, '2023-12-19': 0, '2023-12-20': 0, '2023-12-21': None, '2023-12-22': 0}"
2018–19 UCF Knights women's basketball team,The 2018–19 UCF Knights women's basketball team will represent the University of Central Florida dur,850,7,1586,246,1,"{'2023-10-24': None, '2023-10-25': None, '2023-10-26': 0, '2023-10-27': 3, '2023-10-28': 0, '2023-10-29': None, '2023-10-30': 0, '2023-10-31': 0, '2023-11-01': 0, '2023-11-02': 1, '2023-11-03': 0, '2023-11-04': 0, '2023-11-05': 0, '2023-11-06': 0, '2023-11-07': 0, '2023-11-08': 0, '2023-11-09': 2, '2023-11-10': 0, '2023-11-11': 1, '2023-11-12': 0, '2023-11-13': 0, '2023-11-14': 0, '2023-11-15': 1, '2023-11-16': 0, '2023-11-17': 0, '2023-11-18': None, '2023-11-19': 1, '2023-11-20': None, '2023-11-21': 0, '2023-11-22': 0, '2023-11-23': None, '2023-11-24': None, '2023-11-25': None, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': 0, '2023-11-29': None, '2023-11-30': 0, '2023-12-01': 0, '2023-12-02': 0, '2023-12-03': 0, '2023-12-04': 0, '2023-12-05': 3, '2023-12-06': 0, '2023-12-07': 0, '2023-12-08': 0, '2023-12-09': 0, '2023-12-10': 1, '2023-12-11': 0, '2023-12-12': 0, '2023-12-13': 0, '2023-12-14': 1, '2023-12-15': 0, '2023-12-16': 1, '2023-12-17': 0, '2023-12-18': 0, '2023-12-19': None, '2023-12-20': 0, '2023-12-21': 0, '2023-12-22': 0}"
Michael Bunney,Michael Frank Wharlton Bunney MBE (1873–1927) was an English architect who was closely associated wi,1619,1,1787,281,1,"{'2023-10-24': 1, '2023-10-25': 0, '2023-10-26': 1, '2023-10-27': None, '2023-10-28': 0, '2023-10-29': 0, '2023-10-30': 0, '2023-10-31': None, '2023-11-01': 1, '2023-11-02': 0, '2023-11-03': 0, '2023-11-04': 0, '2023-11-05': 1, '2023-11-06': None, '2023-11-07': None, '2023-11-08': 0, '2023-11-09': 1, '2023-11-10': 3, '2023-11-11': 0, '2023-11-12': None, '2023-11-13': None, '2023-11-14': 2, '2023-11-15': None, '2023-11-16': None, '2023-11-17': 0, '2023-11-18': 0, '2023-11-19': None, '2023-11-20': None, '2023-11-21': 1, '2023-11-22': 0, '2023-11-23': 1, '2023-11-24': 0, '2023-11-25': 0, '2023-11-26': 0, '2023-11-27': None, '2023-11-28': None, '2023-11-29': 0, '2023-11-30': None, '2023-12-01': None, '2023-12-02': 0, '2023-12-03': 1, '2023-12-04': 0, '2023-12-05': 0, '2023-12-06': 2, '2023-12-07': 0, '2023-12-08': 0, '2023-12-09': 2, '2023-12-10': 0, '2023-12-11': 0, '2023-12-12': 0, '2023-12-13': 0, '2023-12-14': 0, '2023-12-15': 0, '2023-12-16': 0, '2023-12-17': 1, '2023-12-18': 0, '2023-12-19': None, '2023-12-20': None, '2023-12-21': 0, '2023-12-22': 0}"
Marumi Ogawa,"Marumi Ogawa (小川まるみ, Ogawa Marumi, born February 15, 1981 in Tokyo, Japan) is a Japanese tarento and",328,2,614,95,2,"{'2023-10-24': 0, '2023-10-25': 1, '2023-10-26': 1, '2023-10-27': 2, '2023-10-28': None, '2023-10-29': 0, '2023-10-30': 0, '2023-10-31': None, '2023-11-01': 1, '2023-11-02': 0, '2023-11-03': 0, '2023-11-04': None, '2023-11-05': 1, '2023-11-06': None, '2023-11-07': 1, '2023-11-08': 1, '2023-11-09': 1, '2023-11-10': 1, '2023-11-11': 0, '2023-11-12': 3, '2023-11-13': None, '2023-11-14': 0, '2023-11-15': 0, '2023-11-16': None, '2023-11-17': None, '2023-11-18': None, '2023-11-19': 0, '2023-11-20': 0, '2023-11-21': 1, '2023-11-22': 0, '2023-11-23': 1, '2023-11-24': 0, '2023-11-25': 0, '2023-11-26': None, '2023-11-27': None, '2023-11-28': 0, '2023-11-29': None, '2023-11-30': 1, '2023-12-01': 0, '2023-12-02': 0, '2023-12-03': None, '2023-12-04': 0, '2023-12-05': None, '2023-12-06': 1, '2023-12-07': 1, '2023-12-08': None, '2023-12-09': 2, '2023-12-10': 0, '2023-12-11': 1, '2023-12-12': 0, '2023-12-13': 0, '2023-12-14': None, '2023-12-15': 0, '2023-12-16': 0, '2023-12-17': None, '2023-12-18': None, '2023-12-19': None, '2023-12-20': 0, '2023-12-21': 2, '2023-12-22': None}"
Republic of Philippines v. Pimentel,"Republic of Philippines v. Pimentel, 553 U.S. 851 (2008), is a decision of the Supreme Court of the ",539,5,6753,1118,1,"{'2023-10-24': 2, '2023-10-25': 2, '2023-10-26': 2, '2023-10-27': 4, '2023-10-28': 1, '2023-10-29': 7, '2023-10-30': 3, '2023-10-31': 2, '2023-11-01': 6, '2023-11-02': 5, '2023-11-03': 3, '2023-11-04': 2, '2023-11-05': 0, '2023-11-06': 4, '2023-11-07': 9, '2023-11-08': 1, '2023-11-09': 2, '2023-11-10': 1, '2023-11-11': 2, '2023-11-12': 2, '2023-11-13': 11, '2023-11-14': 12, '2023-11-15': 8, '2023-11-16': 5, '2023-11-17': 1, '2023-11-18': 0, '2023-11-19': 0, '2023-11-20': 3, '2023-11-21': 1, '2023-11-22': 2, '2023-11-23': 1, '2023-11-24': 1, '2023-11-25': 2, '2023-11-26': 2, '2023-11-27': 2, '2023-11-28': 0, '2023-11-29': None, '2023-11-30': 1, '2023-12-01': 1, '2023-12-02': 0, '2023-12-03': 0, '2023-12-04': 2, '2023-12-05': 1, '2023-12-06': 5, '2023-12-07': 3, '2023-12-08': 3, '2023-12-09': 2, '2023-12-10': 7, '2023-12-11': 6, '2023-12-12': 1, '2023-12-13': 1, '2023-12-14': 1, '2023-12-15': 0, '2023-12-16': 4, '2023-12-17': 3, '2023-12-18': 0, '2023-12-19': 2, '2023-12-20': None, '2023-12-21': 1, '2023-12-22': 0}"
Gail Trimble,Gail Christina Trimble  (born 13 August 1982) was captain of the Corpus Christi College team for the,502,7,4497,717,2,"{'2023-10-24': 41, '2023-10-25': 30, '2023-10-26': 27, '2023-10-27': 29, '2023-10-28': 17, '2023-10-29': 20, '2023-10-30': 67, '2023-10-31': 28, '2023-11-01': 37, '2023-11-02': 31, '2023-11-03': 23, '2023-11-04': 25, '2023-11-05': 26, '2023-11-06': 61, '2023-11-07': 48, '2023-11-08': 34, '2023-11-09': 38, '2023-11-10': 31, '2023-11-11': 27, '2023-11-12': 25, '2023-11-13': 51, '2023-11-14': 24, '2023-11-15': 34, '2023-11-16': 26, '2023-11-17': 22, '2023-11-18': 21, '2023-11-19': 27, '2023-11-20': 54, '2023-11-21': 42, '2023-11-22': 29, '2023-11-23': 32, '2023-11-24': 32, '2023-11-25': 25, '2023-11-26': 31, '2023-11-27': 61, '2023-11-28': 47, '2023-11-29': 39, '2023-11-30': 92, '2023-12-01': 78, '2023-12-02': 71, '2023-12-03': 39, '2023-12-04': 106, '2023-12-05': 52, '2023-12-06': 41, '2023-12-07': 37, '2023-12-08': 40, '2023-12-09': 37, '2023-12-10': 31, '2023-12-11': 64, '2023-12-12': 33, '2023-12-13': 38, '2023-12-14': 30, '2023-12-15': 63, '2023-12-16': 36, '2023-12-17': 35, '2023-12-18': 142, '2023-12-19': 99, '2023-12-20': 48, '2023-12-21': 56, '2023-12-22': 66}"
One Step Beyond...,"One Step Beyond . . . is the debut studio album by the British ska-pop group Madness, released by St",692,9,5578,929,13,"{'2023-10-24': 151, '2023-10-25': 139, '2023-10-26': 171, '2023-10-27': 208, '2023-10-28': 194, '2023-10-29': 216, '2023-10-30': 172, '2023-10-31': 137, '2023-11-01': 146, '2023-11-02': 152, '2023-11-03': 186, '2023-11-04': 188, '2023-11-05': 179, '2023-11-06': 140, '2023-11-07': 149, '2023-11-08': 146, '2023-11-09': 165, '2023-11-10': 166, '2023-11-11': 153, '2023-11-12': 169, '2023-11-13': 147, '2023-11-14': 158, '2023-11-15': 137, '2023-11-16': 171, '2023-11-17': 286, '2023-11-18': 242, '2023-11-19': 401, '2023-11-20': 306, '2023-11-21': 187, '2023-11-22': 234, '2023-11-23': 195, '2023-11-24': 228, '2023-11-25': 259, '2023-11-26': 263, '2023-11-27': 216, '2023-11-28': 187, '2023-11-29': 215, '2023-11-30': 181, '2023-12-01': 227, '2023-12-02': 249, '2023-12-03': 182, '2023-12-04': 229, '2023-12-05': 206, '2023-12-06': 170, '2023-12-07': 151, '2023-12-08': 184, '2023-12-09': 373, '2023-12-10': 337, '2023-12-11': 205, '2023-12-12': 193, '2023-12-13': 219, '2023-12-14': 196, '2023-12-15': 237, '2023-12-16': 243, '2023-12-17': 241, '2023-12-18': 227, '2023-12-19': 183, '2023-12-20': 187, '2023-12-21': 181, '2023-12-22': 172}"
Specifier,"Specifier may refer to:

Specifier (linguistics), the sister node of an X' category
Specifier (psych",160,0,160,24,1,"{'2023-10-24': 11, '2023-10-25': 3, '2023-10-26': 4, '2023-10-27': 7, '2023-10-28': 7, '2023-10-29': 1, '2023-10-30': 13, '2023-10-31': 17, '2023-11-01': 12, '2023-11-02': 13, '2023-11-03': 7, '2023-11-04': 9, '2023-11-05': 13, '2023-11-06': 7, '2023-11-07': 6, '2023-11-08': 12, '2023-11-09': 15, '2023-11-10': 11, '2023-11-11': 3, '2023-11-12': 9, '2023-11-13': 11, '2023-11-14': 12, '2023-11-15': 11, '2023-11-16': 15, '2023-11-17': 7, '2023-11-18': 3, '2023-11-19': 6, '2023-11-20': 9, '2023-11-21': 6, '2023-11-22': 5, '2023-11-23': 9, '2023-11-24': 11, '2023-11-25': 7, '2023-11-26': 8, '2023-11-27': 19, '2023-11-28': 12, '2023-11-29': 14, '2023-11-30': 6, '2023-12-01': 9, '2023-12-02': 6, '2023-12-03': 11, '2023-12-04': 13, '2023-12-05': 8, '2023-12-06': 14, '2023-12-07': 9, '2023-12-08': 3, '2023-12-09': 5, '2023-12-10': 4, '2023-12-11': 3, '2023-12-12': 5, '2023-12-13': 7, '2023-12-14': 7, '2023-12-15': 9, '2023-12-16': 9, '2023-12-17': 6, '2023-12-18': 11, '2023-12-19': 6, '2023-12-20': 7, '2023-12-21': 11, '2023-12-22': 3}"
Gossip Girl (disambiguation),"Gossip Girl is a 2007–2012 American television series.
Gossip Girl may also refer to:

Gossip Girl (",580,1,668,115,7,"{'2023-10-24': 4, '2023-10-25': 6, '2023-10-26': 7, '2023-10-27': 7, '2023-10-28': 3, '2023-10-29': 5, '2023-10-30': 6, '2023-10-31': 8, '2023-11-01': 4, '2023-11-02': 5, '2023-11-03': 6, '2023-11-04': 5, '2023-11-05': 8, '2023-11-06': 7, '2023-11-07': 5, '2023-11-08': 4, '2023-11-09': 6, '2023-11-10': 2, '2023-11-11': 5, '2023-11-12': 6, '2023-11-13': 9, '2023-11-14': 3, '2023-11-15': 2, '2023-11-16': 5, '2023-11-17': 4, '2023-11-18': 6, '2023-11-19': 1, '2023-11-20': 7, '2023-11-21': 8, '2023-11-22': 8, '2023-11-23': 1, '2023-11-24': 5, '2023-11-25': 0, '2023-11-26': 9, '2023-11-27': 1, '2023-11-28': 6, '2023-11-29': 4, '2023-11-30': 8, '2023-12-01': 4, '2023-12-02': 7, '2023-12-03': 7, '2023-12-04': 2, '2023-12-05': 7, '2023-12-06': 6, '2023-12-07': 4, '2023-12-08': 7, '2023-12-09': 8, '2023-12-10': 9, '2023-12-11': 6, '2023-12-12': 8, '2023-12-13': 5, '2023-12-14': 3, '2023-12-15': 5, '2023-12-16': 4, '2023-12-17': 7, '2023-12-18': 1, '2023-12-19': 3, '2023-12-20': 5, '2023-12-21': 8, '2023-12-22': 9}"
